# Arlo U. Landolt
# UBVRI PHOTOMETRIC STANDARD STARS AROUND THE CELESTIAL EQUATOR: UPDATES AND ADDITIONS
# Astron.J.137:4186,2009
# https://arxiv.org/abs/0904.0638
#
# STAR       Star
# RA_2000    alpha (J2000.0)
# DEC_2000   delta (J2000.0)
# MAG_V      V
# MAG_BV     B-V
# MAG_UB     U-B
# MAG_VR     V-R
# MAG_RI     R-I
# MAG_VI     V-I
# NOB        number of observation
# NNI        number of nights
# ERR_V      mean error of V
# ERR_BV     mean error of B-V
# ERR_UB     mean error of U-B
# ERR_VR     mean error of V-R
# ERR_RI     mean error of R-I
# ERR_VI     mean error of V-I
FIELD_NAME      STAR	       RA_2000          DEC_2000        MAG_V    MAG_BV   MAG_UB   MAG_VR   MAG_RI   MAG_VI   NOB   NNI    ERR_V     ERR_BV    ERR_UB    ERR_VR	   ERR_RI    ERR_VI
PG1657+078      PG1657+078B    16:59:31.979     +07:42:07.34    14.724   +0.697   +0.039   +0.417   +0.420   +0.838     8     4    0.0016    0.0036    0.0041    0.0014    0.0014    0.0014    
PG1657+078      PG1657+078     16:59:32.216     +07:43:31.43    15.019   -0.142   -0.958   -0.079   -0.058   -0.128    17     8    0.0036    0.0033    0.0042    0.0058    0.0243    0.0299    
PG1657+078      PG1657+078A    16:59:33.207     +07:42:19.42    14.032   +1.068   +0.735   +0.569   +0.538   +1.105    10     5    0.0007    0.0007    0.0054    0.0026    0.0005    0.0027    
PG1657+078      PG1657+078C    16:59:35.270     +07:42:26.51    15.225   +0.837   +0.382   +0.504   +0.442   +0.965     5     2    0.0019    0.0020    0.0082    0.0044    0.0120    0.0070    
-               BD_-4_4226     17:05:13.783     -05:05:39.21    10.071   +1.415   +1.085   +0.970   +1.141   +2.113     6     3    0.0033    0.0012    0.0029    0.0004    0.0008    0.0012    
SA109           109_71         17:44:06.792     -00:24:58.01    11.490   +0.326   +0.154   +0.187   +0.223   +0.409    65    56    0.0007    0.0006    0.0014    0.0006    0.0007    0.0009    
SA109           109_381        17:44:12.269     -00:20:32.80    11.731   +0.704   +0.222   +0.427   +0.435   +0.862    70    57    0.0008    0.0010    0.0012    0.0004    0.0006    0.0008    
SA109           109_949        17:44:13.616     -00:02:28.02    12.828   +0.806   +0.363   +0.500   +0.517   +1.020     2     1    0.0064    0.0007    0.0099    0.0078    0.0035    0.0113    
SA109           109_956        17:44:14.54      -00:02:07.7     14.639   +1.283   +0.858   +0.779   +0.743   +1.525     2     1    0.0113    0.0198    0.0035    0.0184    0.0156    0.0346    
SA109           109_954        17:44:15.844     -00:02:16.07    12.436   +1.296   +0.956   +0.764   +0.731   +1.496     9     5    0.0093    0.0060    0.0203    0.0017    0.0027    0.0033    
SA109           109_199        17:45:02.635     -00:29:28.71    10.990   +1.739   +1.967   +1.006   +0.900   +1.904     3     2    0.0098    0.0040    0.0035    0.0035    0.0040    0.0046    
SA109           109_231        17:45:19.964     -00:25:51.60     9.333   +1.465   +1.591   +0.787   +0.705   +1.494    90    65    0.0008    0.0008    0.0023    0.0004    0.0005    0.0006    
SA109           109_537        17:45:42.448     -00:21:35.43    10.353   +0.609   +0.226   +0.376   +0.393   +0.769    76    55    0.0022    0.0010    0.0017    0.0008    0.0008    0.0013    
-               G21_15         18:27:13.08      +04:03:46.7     13.889   +0.092   -0.598   -0.039   -0.030   -0.069    19     9    0.0046    0.0053    0.0067    0.0046    0.0094    0.0094    
SA110           110_229        18:40:45.662     +00:01:49.78    13.649   +1.910   +1.391   +1.198   +1.155   +2.356    30    16    0.0031    0.0091    0.0225    0.0018    0.0020    0.0026    
SA110           110_230        18:40:51.489     +00:02:23.28    14.281   +1.084   +0.728   +0.624   +0.596   +1.218    21    11    0.0031    0.0050    0.0116    0.0020    0.0044    0.0050    
SA110           110_232        18:40:52.340     +00:01:54.78    12.516   +0.729   +0.147   +0.439   +0.450   +0.889    28    16    0.0032    0.0028    0.0045    0.0015    0.0019    0.0025    
SA110           110_233        18:40:52.709     +00:00:50.85    12.771   +1.281   +0.812   +0.773   +0.818   +1.593    22    10    0.0028    0.0034    0.0070    0.0021    0.0015    0.0021    
SA110           110_239        18:41:19.795     +00:00:13.58    13.858   +0.899   +0.584   +0.541   +0.517   +1.060     1     1    -         -         -         -         -         -         
SA110           110_339        18:41:26.51      +00:08:25.4     13.607   +0.988   +0.776   +0.563   +0.468   +1.036     1     1    -         -         -         -         -         -         
SA110           110_340        18:41:28.448     +00:15:23.00    10.025   +0.308   +0.124   +0.171   +0.183   +0.354   111    92    0.0008    0.0006    0.0014    0.0004    0.0006    0.0007    
SA110           110_477        18:41:43.200     +00:26:42.78    13.988   +1.345   +0.715   +0.850   +0.857   +1.707    21    11    0.0072    0.0131    0.0375    0.0031    0.0039    0.0063    
SA110           110_246        18:41:50.757     +00:05:04.51    12.706   +0.586   -0.129   +0.381   +0.410   +0.790     1     1    -         -         -         -         -         -         
SA110           110_346        18:41:55.208     +00:09:58.39    14.757   +0.999   +0.752   +0.697   +0.646   +1.345     1     1    -         -         -         -         -         -         
SA110           110_349        18:42:13.409     +00:10:15.21    15.095   +1.088   +0.668   +0.503   -0.059   +0.477     1     1    -         -         -         -         -         -         
SA110           110_355        18:42:18.933     +00:08:24.22    11.944   +1.023   +0.504   +0.652   +0.727   +1.378    16     8    0.0027    0.0030    0.0045    0.0022    0.0022    0.0035    
SA110           110_358        18:42:35.516     +00:15:01.97    14.430   +1.039   +0.418   +0.603   +0.543   +1.150     1     1    -         -         -         -         -         -         
SA110           110_360        18:42:40.477     +00:09:10.71    14.618   +1.197   +0.539   +0.715   +0.717   +1.432     5     2    0.0094    0.0192    0.0291    0.0085    0.0031    0.0080    
SA110           110_361        18:42:45.010     +00:08:04.70    12.425   +0.632   +0.035   +0.361   +0.348   +0.709    30    17    0.0022    0.0022    0.0029    0.0018    0.0020    0.0029    
SA110           110_362        18:42:48.277     +00:06:27.77    15.693   +1.333   +3.919   +0.918   +0.885   +1.803     1     1    -         -         -         -         -         -         
SA110           110_266        18:42:48.798     +00:05:06.44    12.018   +0.889   +0.411   +0.538   +0.577   +1.111     8     3    0.0014    0.0028    0.0039    0.0014    0.0021    0.0032    
SA110           110_L1         18:42:50.187     +00:07:12.76    16.252   +1.752   +2.953   +1.066   +0.992   +2.058     1     1    -         -         -         -         -         -         
SA110           110_364        18:42:52.785     +00:07:54.89    13.615   +1.133   +1.095   +0.697   +0.585   +1.281    15     7    0.0021    0.0067    0.0088    0.0015    0.0026    0.0021    
SA110           110_157        18:42:56.472     -00:08:58.45    13.491   +2.123   +1.679   +1.257   +1.139   +2.395     7     3    0.0057    0.0257    0.1750    0.0034    0.0049    0.0057    
SA110           110_365        18:42:57.444     +00:07:23.12    13.470   +2.261   +1.895   +1.360   +1.270   +2.631    45    20    0.0027    0.0091    0.0313    0.0021    0.0022    0.0034    
SA110           110_496        18:42:59.294     +00:31:09.13    13.004   +1.040   +0.737   +0.607   +0.681   +1.287     9     4    0.0027    0.0060    0.0230    0.0020    0.0023    0.0043    
SA110           110_273        18:42:59.542     +00:02:23.92    14.686   +2.527   +1.000   +1.509   +1.345   +2.856     5     2    0.0161    0.0783   1.3416    0.0040    0.0103    0.0107    
SA110           110_497        18:43:02.506     +00:30:56.79    14.196   +1.052   +0.380   +0.606   +0.597   +1.203     5     2    0.0054    0.0063    0.0143    0.0067    0.0045    0.0063    
SA110           110_280        18:43:06.960     -00:03:41.52    12.996   +2.151   +2.133   +1.235   +1.148   +2.384    25    12    0.0034    0.0144    0.0906    0.0018    0.0030    0.0036    
SA110           110_499        18:43:07.663     +00:28:01.47    11.737   +0.987   +0.639   +0.600   +0.674   +1.273    23    13    0.0031    0.0029    0.0071    0.0019    0.0017    0.0029    
SA110           110_502        18:43:10.111     +00:27:42.37    12.330   +2.326   +2.326   +1.373   +1.250   +2.625    38    19    0.0031    0.0047    0.0225    0.0019    0.0024    0.0041    
SA110           110_503        18:43:11.696     +00:29:42.95    11.773   +0.671   +0.506   +0.373   +0.436   +0.808    26    14    0.0031    0.0020    0.0051    0.0018    0.0016    0.0022    
SA110           110_504        18:43:11.712     +00:30:04.57    14.022   +1.248   +1.323   +0.797   +0.683   +1.482     5     2    0.0013    0.0063    0.0268    0.0036    0.0063    0.0080    
SA110           110_506        18:43:18.927     +00:30:27.14    11.312   +0.568   +0.059   +0.335   +0.312   +0.652     2     1    0.0021    0.0021    0.0064    0.0007    0.0042    0.0042    
SA110           110_507        18:43:19.126     +00:29:26.00    12.440   +1.141   +0.830   +0.633   +0.579   +1.206     2     1    0.0049    0.0057    0.0057    0.0042    -         0.0049    
SA110           110_290        18:43:22.132     -00:01:15.40    11.898   +0.708   +0.196   +0.418   +0.418   +0.836     3     2    0.0029    0.0006    0.0046    0.0023    0.0029    0.0035    
SA110           110_441        18:43:33.607     +00:19:40.72    11.122   +0.556   +0.108   +0.325   +0.335   +0.660    84    74    0.0006    0.0005    0.0011    0.0005    0.0006    0.0009    
SA110           110_311        18:43:47.512     -00:00:20.63    15.505   +1.796   +1.179   +1.010   +0.864   +1.874     4     2    0.0180    0.0360    0.1255    0.0340    0.0830    0.1130    
SA110           110_312        18:43:48.928     +00:00:06.03    16.093   +1.319   -0.788   +1.137   +1.154   +2.293     1     1    -         -         -         -         -         -         
SA110           110_450        18:43:51.474     +00:22:58.46    11.583   +0.946   +0.683   +0.549   +0.626   +1.175    93    83    0.0006    0.0007    0.0017    0.0006    0.0007    0.0010    
SA110           110_315        18:43:52.079     +00:00:49.33    13.637   +2.069   +2.256   +1.206   +1.133   +2.338     8     4    0.0067    0.0361    0.4639    0.0032    0.0057    0.0067    
SA110           110_316        18:43:52.342     +00:01:04.22    14.821   +1.731   +4.355   +0.858   +0.910   +1.769     1     1    -         -         -         -         -         -         
SA110           110_319        18:43:55.376     +00:02:00.32    11.861   +1.309   +1.076   +0.742   +0.700   +1.443     3     2    0.0110    0.0029    0.0035    0.0040    0.0017    0.0058    
SA111           111_773        19:37:15.832     +00:10:58.24     8.965   +0.209   -0.209   +0.121   +0.145   +0.265    80    61    0.0009    0.0006    0.0003    0.0004    0.0006    0.0006    
SA111           111_775        19:37:16.357     +00:12:05.56    10.748   +1.741   +2.017   +0.965   +0.897   +1.863    79    66    0.0010    0.0007    0.0037    0.0006    0.0005    0.0009    
SA111           111_1925       19:37:28.639     +00:25:02.74    12.387   +0.396   +0.264   +0.226   +0.256   +0.483    30    17    0.0015    0.0012    0.0038    0.0005    0.0010    0.0009    
SA111           111_1965       19:37:41.557     +00:26:50.94    11.419   +1.710   +1.865   +0.951   +0.877   +1.830    16     8    0.0018    0.0037    0.0090    0.0010    0.0010    0.0012    
SA111           111_1969       19:37:43.288     +00:25:48.55    10.382   +1.959   +2.306   +1.177   +1.222   +2.400    58    47    0.0017    0.0014    0.0054    0.0008    0.0009    0.0013    
SA111           111_2039       19:38:04.578     +00:32:12.54    12.395   +1.369   +1.237   +0.739   +0.689   +1.430     8     4    0.0021    0.0028    0.0120    0.0021    0.0021    0.0021    
SA111           111_2088       19:38:21.254     +00:31:00.26    13.193   +1.610   +1.678   +0.888   +0.818   +1.708     8     4    0.0014    0.0042    0.0110    0.0018    0.0014    0.0018    
SA111           111_2093       19:38:23.462     +00:31:25.44    12.538   +0.637   +0.283   +0.370   +0.397   +0.766     8     4    0.0025    0.0035    0.0071    0.0032    0.0021    0.0039    
SA112           112_595        20:41:18.463     +00:16:28.06    11.352   +1.601   +1.991   +0.898   +0.903   +1.801    75    66    0.0014    0.0009    0.0035    0.0005    0.0007    0.0008    
SA112           112_704        20:42:02.066     +00:19:08.22    11.452   +1.536   +1.742   +0.822   +0.746   +1.570    19    12    0.0030    0.0023    0.0076    0.0021    0.0018    0.0025    
SA112           112_223        20:42:14.583     +00:08:59.70    11.424   +0.454   +0.016   +0.273   +0.274   +0.547    87    79    0.0007    0.0006    0.0015    0.0005    0.0007    0.0010    
SA112           112_250        20:42:26.386     +00:07:42.50    12.095   +0.532   -0.025   +0.317   +0.323   +0.639    18    12    0.0021    0.0019    0.0042    0.0019    0.0019    0.0026    
SA112           112_275        20:42:35.424     +00:07:20.22     9.905   +1.210   +1.294   +0.648   +0.569   +1.217   113    98    0.0001    0.0004    0.0016    0.0004    0.0005    0.0007    
SA112           112_805        20:42:46.753     +00:16:08.08    12.086   +0.151   +0.158   +0.064   +0.075   +0.139    95    86    0.0006    0.0007    0.0017    0.0006    0.0012    0.0016    
SA112           112_822        20:42:54.915     +00:15:01.90    11.548   +1.030   +0.883   +0.558   +0.502   +1.060    70    61    0.0007    0.0008    0.0022    0.0005    0.0007    0.0008    
Mark_A          Mark_A4        20:43:53.555     -10:45:05.17    14.767   +0.795   +0.176   +0.471   +0.475   +0.952    22    11    0.0020    0.0030    0.0040    0.0031    0.0036    0.0052    
Mark_A          Mark_A2        20:43:54.998     -10:45:31.29    14.540   +0.666   +0.096   +0.379   +0.371   +0.751    21    10    0.0028    0.0031    0.0046    0.0024    0.0050    0.0059    
Mark_A          Mark_A1        20:43:58.451     -10:47:12.27    15.911   +0.609   -0.014   +0.367   +0.373   +0.740    25    10    0.0040    0.0090    0.0136    0.0044    0.0128    0.0148    
Mark_A          Mark_A         20:43:59.227     -10:47:41.68    13.256   -0.246   -1.159   -0.114   -0.124   -0.238    88    71    0.0008    0.0008    0.0021    0.0008    0.0027    0.0029    
Mark_A          Mark_A3        20:44:03.82      -10:45:37.9     14.818   +0.938   +0.651   +0.587   +0.510   +1.098    22    10    0.0023    0.0034    0.0104    0.0021    0.0030    0.0045    
-               Wolf_918       21:09:17.431     -13:18:09.01    10.869   +1.493   +1.139   +0.978   +1.083   +2.064    11     7    0.0021    0.0038    0.0051    0.0022    0.0025    0.0030    
G26             G26_7A         21:31:06.807     -09:46:35.55    13.047   +0.725   +0.279   +0.405   +0.371   +0.776    17     9    0.0016    0.0017    0.0025    0.0016    0.0020    0.0022    
G26             G26_7          21:31:18.637     -09:47:26.44    12.006   +1.664   +1.231   +1.298   +1.669   +2.968    25    12    0.0017    0.0006    0.0041    0.0011    0.0009    0.0015    
G26             G26_7C         21:31:23.333     -09:50:46.60    12.468   +0.624   +0.093   +0.354   +0.340   +0.695    12     6    0.0006    0.0013    0.0042    0.0005    0.0010    0.0010    
G26             G26_7B         21:31:26.454     -09:47:23.47    13.454   +0.562   +0.027   +0.323   +0.327   +0.652    16     9    0.0017    0.0021    0.0037    0.0018    0.0017    0.0029    
SA113           113_440        21:40:34.426     +00:41:46.92    11.796   +0.637   +0.167   +0.363   +0.350   +0.715     2     1    0.0014    0.0014    0.0042    -         0.0028    0.0021    
SA113           113_221        21:40:36.542     +00:21:03.31    12.071   +1.031   +0.874   +0.550   +0.490   +1.041    24    10    0.0016    0.0020    0.0055    0.0018    0.0014    0.0022    
SA113           113_L1         21:40:47.382     +00:28:34.96    15.530   +1.343   +1.180   +0.867   +0.723   +1.594     2     1    0.0042    0.0509    0.1867    0.0049    0.0049    0.0007    
SA113           113_337        21:40:49.456     +00:27:58.01    14.225   +0.519   -0.025   +0.351   +0.331   +0.682     5     3    0.0130    0.0058    0.0085    0.0072    0.0063    0.0116    
SA113           113_339        21:40:55.675     +00:27:58.07    12.250   +0.568   -0.034   +0.340   +0.347   +0.687    31    18    0.0020    0.0020    0.0038    0.0014    0.0016    0.0025    
SA113           113_233        21:40:59.227     +00:22:02.43    12.398   +0.549   +0.096   +0.338   +0.322   +0.661     2     1    0.0021    0.0014    0.0007    -         0.0007    0.0007    
SA113           113_342        21:40:59.843     +00:27:36.65    10.878   +1.015   +0.696   +0.537   +0.513   +1.050     7     3    0.0015    0.0015    0.0060    0.0019    0.0023    0.0049    
SA113           113_239        21:41:06.870     +00:22:33.87    13.038   +0.516   +0.051   +0.318   +0.327   +0.647     2     1    0.0057    0.0028    0.0042    0.0014    0.0035    0.0049    
SA113           113_241        21:41:09.188     +00:25:48.20    14.352   +1.344   +1.452   +0.897   +0.797   +1.683    22     9    0.0019    0.0032    0.0056    0.0012    0.0031    0.0038    
SA113           113_245        21:41:13.344     +00:21:52.76    15.665   +0.628   +0.112   +0.396   +0.318   +0.716     2     1    0.0092    0.0099    0.0021    0.0240    0.0106    0.0354    
SA113           113_459        21:41:14.979     +00:43:04.64    12.125   +0.535   -0.018   +0.307   +0.313   +0.623     4     2    0.0070    0.0055    0.0070    0.0055    0.0060    0.0105    
SA113           113_250        21:41:24.583     +00:20:41.01    13.160   +0.505   -0.003   +0.309   +0.316   +0.626     4     2    0.0025    0.0025    0.0165    0.0035    0.0045    0.0045    
SA113           113_466        21:41:27.386     +00:40:15.56    10.003   +0.453   +0.003   +0.279   +0.283   +0.564   109    91    0.0004    0.0004    0.0009    0.0003    0.0005    0.0007    
SA113           113_259        21:41:44.849     +00:17:40.05    11.744   +1.199   +1.220   +0.621   +0.544   +1.167    98    83    0.0005    0.0008    0.0017    0.0004    0.0005    0.0007    
SA113           113_260        21:41:48.071     +00:23:52.81    12.406   +0.514   +0.069   +0.308   +0.298   +0.606    23    11    0.0044    0.0021    0.0029    0.0019    0.0015    0.0019    
SA113           113_475        21:41:51.293     +00:39:20.78    10.304   +1.058   +0.841   +0.568   +0.528   +1.097    89    79    0.0004    0.0005    0.0012    0.0004    0.0006    0.0006    
SA113           113_263        21:41:52.873     +00:25:37.60    15.481   +0.280   +0.074   +0.194   +0.207   +0.401     4     1    0.0100    0.0080    0.0250    0.0035    0.0120    0.0140    
SA113           113_366        21:41:53.577     +00:29:22.85    13.537   +1.096   +0.896   +0.623   +0.588   +1.211     2     1    0.0007    0.0049    0.0049    0.0113    0.0021    0.0099    
SA113           113_265        21:41:53.746     +00:18:04.21    14.934   +0.639   +0.101   +0.411   +0.395   +0.807     9     4    0.0180    0.0120    0.0163    0.0160    0.0170    0.0263    
SA113           113_268        21:41:57.086     +00:19:55.88    15.281   +0.589   -0.018   +0.379   +0.407   +0.786     6     2    0.0033    0.0094    0.0229    0.0078    0.0208    0.0229    
SA113           113_34         21:41:58.784     +00:01:06.97    15.173   +0.484   -0.054   +0.306   +0.346   +0.652     2     1    0.0014    0.0035    0.0205    0.0106    0.0127    0.0021    
SA113           113_372        21:42:01.99      +00:28:38.9     13.681   +0.670   +0.080   +0.395   +0.370   +0.766     2     1    0.0042    0.0028    0.0141    0.0042    0.0099    0.0064    
SA113           113_149        21:42:05.56      +00:09:25.7     13.469   +0.621   +0.043   +0.379   +0.386   +0.765     2     1    0.0078    0.0148    0.0099    0.0049    0.0085    0.0042    
SA113           113_153        21:42:08.863     +00:15:04.78    14.476   +0.745   +0.285   +0.462   +0.441   +0.902     3     2    0.1051    0.0381    0.0502    0.0121    0.0139    0.0064    
SA113           113_272        21:42:20.301     +00:20:58.51    13.904   +0.633   +0.067   +0.370   +0.340   +0.710     2     1    0.0014    0.0007    0.0255    0.0007    0.0134    0.0120    
SA113           113_156        21:42:21.714     +00:12:10.06    11.224   +0.526   -0.057   +0.303   +0.314   +0.618     2     1    0.0035    0.0035    0.0057    0.0042    0.0007    0.0028    
SA113           113_158        21:42:21.763     +00:14:09.73    13.116   +0.723   +0.247   +0.407   +0.374   +0.782     3     2    0.0035    0.0023    0.0040    0.0029    0.0046    0.0029    
SA113           113_491        21:42:24.506     +00:43:54.63    14.373   +0.764   +0.306   +0.434   +0.420   +0.854     4     2    0.0025    0.0020    0.0185    0.0085    0.0095    0.0175    
SA113           113_492        21:42:27.808     +00:38:21.96    12.174   +0.553   +0.005   +0.342   +0.341   +0.684     9     5    0.0033    0.0063    0.0063    0.0027    0.0033    0.0053    
SA113           113_493        21:42:28.579     +00:38:11.53    11.767   +0.786   +0.392   +0.430   +0.393   +0.824     8     4    0.0039    0.0035    0.0064    0.0028    0.0018    0.0039    
SA113           113_495        21:42:29.737     +00:38:07.96    12.437   +0.947   +0.530   +0.512   +0.497   +1.010     6     3    0.0024    0.0029    0.0053    0.0033    0.0037    0.0057    
SA113           113_163        21:42:35.438     +00:16:45.54    14.540   +0.658   +0.106   +0.380   +0.355   +0.735    15     7    0.0041    0.0049    0.0093    0.0054    0.0083    0.0108    
SA113           113_165        21:42:37.998     +00:15:33.15    15.639   +0.601   +0.003   +0.354   +0.392   +0.746     2     1    0.0007    0.0057    0.0297    0.0212    0.0431    0.0643    
SA113           113_281        21:42:38.704     +00:18:56.66    15.247   +0.529   -0.026   +0.347   +0.359   +0.706     2     1    0.0078    0.0014    0.0311    0.0021    0.0368    0.0389    
SA113           113_167        21:42:40.950     +00:16:08.62    14.841   +0.597   -0.034   +0.351   +0.376   +0.728     2     1    0.0007    0.0099    0.0240    0.0071    0.0141    0.0219    
SA113           113_177        21:42:56.538     +00:14:43.80    13.560   +0.789   +0.318   +0.456   +0.436   +0.890    27    13    0.0052    0.0040    0.0060    0.0044    0.0037    0.0056    
SA113           113_182        21:43:08.336     +00:14:49.98    14.370   +0.659   +0.065   +0.402   +0.422   +0.824    13     6    0.0144    0.0089    0.0089    0.0039    0.0086    0.0089    
SA113           113_187        21:43:20.629     +00:16:54.22    15.080   +1.063   +0.969   +0.638   +0.535   +1.174     7     4    0.0060    0.0163    0.0299    0.0068    0.0042    0.0072    
SA113           113_189        21:43:27.481     +00:17:20.91    15.421   +1.118   +0.958   +0.713   +0.605   +1.319     8     4    0.0138    0.0127    0.0714    0.0113    0.0074    0.0156    
SA113           113_307        21:43:30.444     +00:18:04.17    14.214   +1.128   +0.911   +0.630   +0.614   +1.245     2     1    0.0049    0.0269    0.0035    0.0014    0.0219    0.0198    
SA113           113_191        21:43:33.561     +00:15:54.39    12.337   +0.799   +0.223   +0.471   +0.466   +0.937     7     4    0.0042    0.0023    0.0045    0.0023    0.0023    0.0034    
SA113           113_195        21:43:40.819     +00:17:21.83    13.692   +0.730   +0.201   +0.418   +0.413   +0.832    10     5    0.0051    0.0057    0.0101    0.0032    0.0038    0.0032    
G93             G93_48D        21:52:10.158     +02:21:25.52    13.664   +0.636   +0.120   +0.368   +0.362   +0.724    21     9    0.0016    0.0025    0.0033    0.0018    0.0028    0.0030    
G93             G93_48C        21:52:13.86      +02:21:52.9     12.664   +1.320   +1.260   +0.852   +0.759   +1.610    33    16    0.0005    0.0015    0.0054    0.0010    0.0011    0.0018    
G93             G93_48A        21:52:17.45      +02:23:14.2     12.856   +0.715   +0.278   +0.403   +0.365   +0.772    26    14    0.0017    0.0020    0.0032    0.0009    0.0018    0.0023    
G93             G93_48B        21:52:18.349     +02:23:10.40    12.416   +0.719   +0.194   +0.405   +0.383   +0.791    25    14    0.0019    0.0017    0.0038    0.0012    0.0014    0.0020    
G93             G93_48         21:52:25.379     +02:23:19.60    12.743   -0.011   -0.790   -0.096   -0.099   -0.195   106    90    0.0006    0.0007    0.0016    0.0006    0.0017    0.0018    
PG2213-006      PG2213-006F    22:16:12.898     -00:17:55.86    12.644   +0.678   +0.171   +0.395   +0.384   +0.781    30    15    0.0010    0.0011    0.0019    0.0006    0.0013    0.0014    
PG2213-006      PG2213-006C    22:16:17.674     -00:22:14.30    15.108   +0.726   +0.175   +0.425   +0.432   +0.853    34    17    0.0020    0.0030    0.0039    0.0020    0.0039    0.0047    
PG2213-006      PG2213-006E    22:16:21.309     -00:17:39.75    13.776   +0.661   +0.087   +0.397   +0.373   +0.778     3     3    0.0025    0.0029    0.0027    0.0029    0.0052    0.0032    
PG2213-006      PG2213-006B    22:16:21.757     -00:21:48.50    12.710   +0.753   +0.291   +0.427   +0.404   +0.831    24    13    0.0007    0.0014    0.0018    0.0005    0.0011    0.0012    
PG2213-006      PG2213-006D    22:16:22.59      -00:17:40.7     13.987   +0.787   +0.128   +0.486   +0.479   +0.967    34    16    0.0015    0.0015    0.0029    0.0009    0.0021    0.0022    
PG2213-006      PG2213-006A    22:16:23.206     -00:21:26.98    14.180   +0.665   +0.094   +0.407   +0.408   +0.817    32    17    0.0006    0.0007    0.0025    0.0016    0.0026    0.0030    
PG2213-006      PG2213-006     22:16:28.375     -00:21:13.51    14.137   -0.214   -1.176   -0.072   -0.132   -0.211    33    18    0.0010    0.0014    0.0006    0.0011    0.0044    0.0057    
-               G156_31        22:38:33.592     -15:17:59.44    12.361   +1.993   +1.408   +1.648   +2.042   +3.684    20     8    0.0027    0.0049    0.0130    0.0027    0.0027    0.0029    
SA114           114_531        22:40:36.756     +00:51:55.46    12.095   +0.733   +0.175   +0.421   +0.404   +0.824    55    44    0.0009    0.0011    0.0013    0.0006    0.0008    0.0009    
SA114           114_637        22:40:42.570     +01:03:10.62    12.070   +0.801   +0.307   +0.456   +0.415   +0.872    15     8    0.0044    0.0018    0.0080    0.0026    0.0023    0.0028    
SA114           114_446        22:41:03.873     +00:46:01.40    12.064   +0.737   +0.237   +0.397   +0.369   +0.769     2     1    0.0035    0.0035    0.0064    0.0035    0.0028    0.0007    
SA114           114_654        22:41:26.140     +01:10:10.69    11.833   +0.656   +0.178   +0.368   +0.341   +0.711     6     3    0.0008    0.0037    0.0057    0.0016    0.0033    0.0037    
SA114           114_656        22:41:35.072     +01:11:09.79    12.644   +0.965   +0.698   +0.547   +0.506   +1.051     5     1    0.0036    0.0067    0.0219    0.0040    0.0018    0.0049    
SA114           114_548        22:41:36.833     +00:59:05.80    11.599   +1.362   +1.568   +0.738   +0.651   +1.387    64    54    0.0011    0.0013    0.0052    0.0007    0.0007    0.0010    
SA114           114_750        22:41:44.703     +01:12:36.36    11.916   -0.037   -0.367   +0.027   -0.016   +0.010    68    57    0.0012    0.0005    0.0013    0.0010    0.0003    0.0013    
SA114           114_755        22:42:07.584     +01:16:48.99    10.909   +0.570   -0.063   +0.313   +0.310   +0.622    23    18    0.0009    0.0009    0.0019    0.0006    0.0008    0.0013    
SA114           114_670        22:42:09.288     +01:10:16.80    11.101   +1.206   +1.223   +0.645   +0.561   +1.208    16    10    0.0027    0.0015    0.0117    0.0020    0.0022    0.0020    
SA114           114_176        22:43:10.181     +00:21:15.57     9.239   +1.485   +1.853   +0.800   +0.717   +1.521    60    43    0.0010    0.0013    0.0032    0.0006    0.0008    0.0009    
-               HD_216135      22:50:28.229     -13:18:44.34    10.111   -0.119   -0.618   -0.052   -0.065   -0.119    27    20    0.0006    0.0011    0.0016    0.0011    0.0009    0.0012    
-               G156_57        22:53:16.728     -14:15:49.32    10.192   +1.557   +1.179   +1.179   +1.543   +2.730    18    11    0.0017    0.0015    0.0035    0.0008    0.0014    0.0006    
GD_246          GD_246A        23:12:17.442     +10:46:12.87    12.962   +0.463   -0.047   +0.288   +0.296   +0.584    21    11    0.0019    0.0022    0.0034    0.0017    0.0015    0.0025    
GD_246          GD_246         23:12:21.63      +10:47:04.3     13.090   -0.318   -1.194   -0.148   -0.181   -0.328   113    97    0.0009    0.0009    0.0014    0.0008    0.0019    0.0021    
GD_246          GD_246B        23:12:28.998     +10:47:11.37    14.368   +0.919   +0.693   +0.512   +0.431   +0.944    20     9    0.0019    0.0028    0.0111    0.0023    0.0056    0.0070    
GD_246          GD_246C        23:12:30.920     +10:49:13.96    13.637   +0.879   +0.540   +0.484   +0.448   +0.933    20    10    0.0018    0.0015    0.0052    0.0016    0.0027    0.0031    
-               F_108          23:16:12.408     -01:50:35.12    12.973   -0.237   -1.050   -0.106   -0.140   -0.245   118   100    0.0007    0.0007    0.0011    0.0009    0.0019    0.0021    
-               PG2317+046     23:19:55.349     +04:52:34.60    12.876   -0.246   -1.137   -0.074   -0.035   -0.118    10     4    0.0085    0.0041    0.0079    0.0032    0.0028    0.0079    
PG2331+055      PG2331+055     23:33:44.468     +05:46:39.81    15.182   -0.066   -0.487   -0.012   -0.031   -0.044     2     1    0.0057    0.0071    0.0035    0.0078    0.0057    0.0127    
